stringsfile version 1
2562
str_no_string NO_STRING!
str_ms_t_merchant_guild_long_descr_fac4 A_Magistrate_is_where_all_contracts_and_deals_are_formalized._If_a_city_has_such_a_place,_taxes_are_easier_to_collect.
str_ms_t_merchant_guild_long_descr_fac5 Merchants_gather_at_the_Maidan,_and_there_they_can_be_easily_found._Any_business_can_be_discussed_there_without_problems._A_city_with_a_Maidan_grows_richer_by_the_day.
str_ms_t_merchant_guild_remour_descr_fac1 Yesterday_the_Sejmic_resolved_to_ban_foreign_merchants_from_the_market._Trading_will_be_easier_now.
str_ms_t_merchant_guild_remour_descr_fac2 A_scandal_in_the_city_--_the_merchant_guild_used_its_weight_to_drive_out_of_business_a_merchant_who_didn't_want_to_join.
str_ms_t_merchant_guild_remour_descr_fac3 Yesterday_a_merchant_became_intoxicated_at_the_caravanserai,_and_gave_away_all_his_silk_cloth_for_free.
str_ms_t_merchant_guild_remour_descr_fac4 The_merchant_guild_found_those_merchants_who_were_avoiding_tax,_and_placed_them_all_under_arrest.
str_ms_t_merchant_guild_remour_descr_fac5 Today_a_libertine_will_receive_ten_lashes_for_lechery_at_the_Maidan._Good_places_at_the_windows_are_being_sold_for_ten_thaler.
str_ms_t_defense_short_descr_fac1 Fortifications
str_ms_t_defense_short_descr_fac2 Fortifications
str_ms_t_defense_short_descr_fac3 Fortifications
str_ms_t_defense_short_descr_fac4 Fortifications
str_ms_t_defense_short_descr_fac5 Fortifications
str_ms_t_defense_long_descr_fac1 In_a_war,_anything_that_brings_success_is_welcome_indeed._The_more_attackers_are_trapped,_the_easier_it_is_to_defend_the_city.
str_ms_t_defense_long_descr_fac2 When_a_barricade_of_sharp_logs_is_built_around_a_city,_the_enemy_will_have_twice_the_difficulty_assaulting_it.
str_ms_t_defense_long_descr_fac3 If_there's_a_moat_around_the_walls,_the_defenders_will_have_a_greater_chance_of_fending_off_an_attack.
str_ms_t_defense_long_descr_fac4 An_underground_passage_leading_outside_the_city_is_of_great_use_when_defending._Through_such_tunnels_one_can_send_trusted_men_to_attack_the_enemy_rear.
str_ms_t_defense_long_descr_fac5 Sharp_logs_pointing_outward_are_a_good_line_of_defense,_especially_from_Tatar_raids.
str_ms_t_defense_remour_descr_fac1 Yesterday_our_warlord_returned_boozy_from_a_party,_and_fell_right_in_the_pit._What_a_laughing_stock!
str_ms_t_defense_remour_descr_fac2 The_women_like_the_log_barricade._It_is_a_handy_place_to_put_out_clothes_for_drying!
str_ms_t_defense_remour_descr_fac3 Our_mufti_fell_from_the_fortress_walls,_but_Allah_be_blessed,_he_fell_straight_into_the_new_moat_full_of_water._Too_bad_he_couldn't_swim...
str_ms_t_defense_remour_descr_fac4 There_city_is_mourning_--_a_drunken_patron_of_the_pubs_fell_into_the_underground_tunnels_during_the_night.
str_ms_t_defense_remour_descr_fac5 Word_has_it_that_the_commander_went_up_the_tower_yesterday_to_inspect_the_guards,_and_looked_on_as_an_armor-bearer_left_his_house_by_the_back_door._Oh,_you_should_have_heard_him_swearing...
str_ms_t_treasury_short_descr_fac1 Hidden_Treasury
str_ms_t_treasury_short_descr_fac2 Safe_House
str_ms_t_treasury_short_descr_fac3 Treasury
str_ms_t_treasury_short_descr_fac4 Banking_House
str_ms_t_treasury_short_descr_fac5 City_Treasury
str_ms_t_treasury_long_descr_fac1 If_there's_a_hidden_treasury_in_the_city,_you_won't_have_to_collect_taxes_personally.
str_ms_t_treasury_long_descr_fac2 If_there's_a_safe_house_in_the_fortress,_you_need_not_go_around_the_yards_to_gather_tax.
str_ms_t_treasury_long_descr_fac3 If_there's_a_treasury_in_the_city,_taxing_the_townsfolk_is_easier.
str_ms_t_treasury_long_descr_fac4 A_banking_house_is_where_the_lord's_money_is_stored,_including_collected_taxes.
str_ms_t_treasury_long_descr_fac5 If_there's_a_city_treasury,_the_commander_himself_need_not_go_out_gathering_taxes_in_person.
str_ms_t_treasury_remour_descr_fac1 Our_lord_is_a_wise_man._He_always_keeps_a_purse_of_thaler_for_a_gloomy_day.
str_ms_t_treasury_remour_descr_fac2 Word_goes_around_the_market_that_a_pair_of_fools_decided_to_rob_the_treasury_yesterday._They_had_no_money_for_the_pub,_it_seems...
str_ms_t_treasury_remour_descr_fac3 Yesterday_our_lord_gave_to_charity._That_must_mean_his_treasury_is_far_from_empty...
str_ms_t_treasury_remour_descr_fac4 Our_lord_opened_a_banking_house,_you_know!_We_took_a_loan_and_bought_some_new_furniture.
str_ms_t_treasury_remour_descr_fac5 Yesterday_the_city_commander_gathered_all_the_Cossacks_to_drink_some_vodka._Word_is,_he_took_some_thaler_from_the_treasury_to_pay_for_it.
str_ms_t_barrack_short_descr_fac1 Barracks
str_ms_t_barrack_short_descr_fac2 Barracks
str_ms_t_barrack_short_descr_fac3 Barracks
str_ms_t_barrack_short_descr_fac4 Barracks
str_ms_t_barrack_short_descr_fac5 Barracks
str_ms_t_barrack_long_descr_fac1 Where_would_you_quarter_your_troops_without_a_barracks?_And_there'll_be_more_order_if_the_soldiery_don't_ramble_around_the_town.
str_ms_t_barrack_long_descr_fac2 Where_would_you_quarter_your_troops_without_a_barracks?_And_there'll_be_more_order_if_the_soldiery_don't_ramble_around_the_town.
str_ms_t_barrack_long_descr_fac3 Where_would_you_quarter_your_troops_without_a_barracks?_And_there'll_be_more_order_if_the_soldiery_don't_ramble_around_the_town.
str_ms_t_barrack_long_descr_fac4 Where_would_you_quarter_your_troops_without_a_barracks?_And_there'll_be_more_order_if_the_soldiery_don't_ramble_around_the_town.
str_ms_t_barrack_long_descr_fac5 Where_would_you_quarter_your_troops_without_a_barracks?_And_there'll_be_more_order_if_the_soldiery_don't_ramble_around_the_town.
str_ms_t_barrack_remour_descr_fac1 Word_is,_a_caserne_was_built_in_the_city.
str_ms_t_barrack_remour_descr_fac2 Word_is,_a_caserne_was_built_in_the_city.
str_ms_t_barrack_remour_descr_fac3 Word_is,_a_caserne_was_built_in_the_city.
str_ms_t_barrack_remour_descr_fac4 Word_is,_a_caserne_was_built_in_the_city.
str_ms_t_barrack_remour_descr_fac5 Word_is,_a_barracks_was_built_in_the_city.
str_ms_t_stable_short_descr_fac1 Stable
str_ms_t_stable_short_descr_fac2 Stable
str_ms_t_stable_short_descr_fac3 Stable
str_ms_t_stable_short_descr_fac4 Stable
str_ms_t_stable_short_descr_fac5 Stable
str_ms_t_stable_long_descr_fac1 A_strong_army_can't_do_without_a_cavalry,_and_before_you_can_train_cavalrymen,_you_shall_need_to_build_a_stable.
str_ms_t_stable_long_descr_fac2 A_strong_army_can't_do_without_a_cavalry,_and_before_you_can_train_cavalrymen,_you_shall_need_to_build_a_stable.
str_ms_t_stable_long_descr_fac3 A_strong_army_can't_do_without_a_cavalry,_and_before_you_can_train_cavalrymen,_you_shall_need_to_build_a_stable.
str_ms_t_stable_long_descr_fac4 A_strong_army_can't_do_without_a_cavalry,_and_before_you_can_train_cavalrymen,_you_shall_need_to_build_a_stable.
str_ms_t_stable_long_descr_fac5 A_strong_army_can't_do_without_a_cavalry,_and_before_you_can_train_cavalrymen,_you_shall_need_to_build_a_stable.
str_ms_t_stable_remour_descr_fac1 Word_is,_a_new_stable_was_built_in_the_city.
str_ms_t_stable_remour_descr_fac2 Word_is,_a_new_stable_was_built_in_the_city.
str_ms_t_stable_remour_descr_fac3 Word_is,_a_new_stable_was_built_in_the_city.
str_ms_t_stable_remour_descr_fac4 Word_is,_a_new_stable_was_built_in_the_city.
str_ms_t_stable_remour_descr_fac5 Word_is,_a_new_stable_was_built_in_the_city.
str_ms_t_armourer_short_descr_fac1 Weapon-master
str_ms_t_armourer_short_descr_fac2 Weapon-master
str_ms_t_armourer_short_descr_fac3 Weapon-master
str_ms_t_armourer_short_descr_fac4 Weapon-master
str_ms_t_armourer_short_descr_fac5 Weapon-master
str_ms_t_armourer_long_descr_fac1 A_good_arms_master_would_ensure_that_the_arms_trade_shall_always_prosper_--_and_it's_not_a_bad_idea_order_a_sable_or_a_pair_of_pistols_from_a_master_of_arms.
str_ms_t_armourer_long_descr_fac2 If_there's_an_armorer_in_the_city,_that_means_the_weapons_made_in_the_city_are_of_fine_quality._The_prices_he_charges,_however,_are_quite_high.
str_ms_t_armourer_long_descr_fac3 If_there's_an_armorer_in_the_city,_that_means_the_weapons_made_in_the_city_are_of_fine_quality._The_prices_he_charges,_however,_are_quite_high.
str_ms_t_armourer_long_descr_fac4 If_there's_an_armorer_in_the_city,_that_means_the_weapons_made_in_the_city_are_of_fine_quality._The_prices_he_charges,_however,_are_quite_high.
str_ms_t_armourer_long_descr_fac5 If_there's_an_armorer_in_the_city,_that_means_the_weapons_made_in_the_city_are_of_fine_quality._The_prices_he_charges,_however,_are_quite_high.
str_ms_t_armourer_remour_descr_fac1 Word_has_it_that_the_executioner_uses_the_new_axe_he_bought_from_the_city_weapon-master_to_shave_his_beard_in_the_morning...
str_ms_t_armourer_remour_descr_fac2 Word_has_it_that_even_the_nobles_come_to_the_new_armorer_for_their_pistols.
str_ms_t_armourer_remour_descr_fac3 Word_has_it_that_our_armorer_learned_his_art_in_Damascus...
str_ms_t_armourer_remour_descr_fac4 Word_has_it_that_a_musket_made_by_our_new_armorer_can_strike_a_target_five_hundred_feet_away!
str_ms_t_armourer_remour_descr_fac5 The_armorer_made_a_new_sword_for_the_commander._It_can_cut_a_flying_feather_in_two!
str_ms_t_protection_short_descr_fac1 Armor-master
str_ms_t_protection_short_descr_fac2 Armor-master
str_ms_t_protection_short_descr_fac3 Armor-master
str_ms_t_protection_short_descr_fac4 Armor-master
str_ms_t_protection_short_descr_fac5 Armor-master
str_ms_t_protection_long_descr_fac1 A_good_master_of_armor_in_the_city_will_keep_the_warriors'_attire_in_good_condition,_and_the_selection_of_arms_in_the_shops_will_improve.
str_ms_t_protection_long_descr_fac2 A_good_master_of_armor_in_the_city_will_keep_the_warriors'_attire_in_good_condition,_and_the_selection_of_arms_in_the_shops_will_improve.
str_ms_t_protection_long_descr_fac3 A_good_master_of_armor_in_the_city_will_keep_the_warriors'_attire_in_good_condition,_and_the_selection_of_arms_in_the_shops_will_improve.
str_ms_t_protection_long_descr_fac4 A_good_master_of_armor_in_the_city_will_keep_the_warriors'_attire_in_good_condition,_and_the_selection_of_arms_in_the_shops_will_improve.
str_ms_t_protection_long_descr_fac5 A_good_master_of_armor_in_the_city_will_keep_the_warriors'_attire_in_good_condition,_and_the_selection_of_arms_in_the_shops_will_improve.
str_ms_t_protection_remour_descr_fac1 On_Sundays,_the_master_demonstrates_how_strong_his_armor_is._He_puts_a_cuirass_on_the_wall_and_offers_folks_to_shoot_it_with_a_pistol._He_charges_one_thaler_for_each_shot...
str_ms_t_protection_remour_descr_fac2 The_warlord_flaunted_his_new_helmet_yesterday._Word_has_it_he_bought_it_for_a_full_thousand_thaler!
str_ms_t_protection_remour_descr_fac3 Our_Bek_got_himself_a_new_set_of_armor,_covered_in_gold!
str_ms_t_protection_remour_descr_fac4 The_master_of_armor_is_not_taking_any_new_orders._He's_been_ordered_to_make_armor_for_a_whole_regiment_of_Reiters!
str_ms_t_protection_remour_descr_fac5 Yesterday_the_Sich_Cossacks_came,_and_ordered_trousers_and_whole_rolls_of_mail.
str_ms_t_groom_short_descr_fac1 Horse_Master
str_ms_t_groom_short_descr_fac2 Horse_Master
str_ms_t_groom_short_descr_fac3 Horse_Master
str_ms_t_groom_short_descr_fac4 Horse_Master
str_ms_t_groom_short_descr_fac5 Horse_Master
str_ms_t_groom_long_descr_fac1 All_men_need_good_horses_for_war._And_a_man_who_knows_his_horses_is_worth_his_weight_in_gold.
str_ms_t_groom_long_descr_fac2 All_men_need_good_horses_for_war._And_a_man_who_knows_his_horses_is_worth_his_weight_in_gold.
str_ms_t_groom_long_descr_fac3 All_men_need_good_horses_for_war._And_a_man_who_knows_his_horses_is_worth_his_weight_in_gold.
str_ms_t_groom_long_descr_fac4 All_men_need_good_horses_for_war._And_a_man_who_knows_his_horses_is_worth_his_weight_in_gold.
str_ms_t_groom_long_descr_fac5 All_men_need_good_horses_for_war._And_a_man_who_knows_his_horses_is_worth_his_weight_in_gold.
str_ms_t_groom_remour_descr_fac1 The_horse_master_has_bred_amazing_stallions._He_says_that_they'll_be_brought_to_the_fair_tomorrow.
str_ms_t_groom_remour_descr_fac2 A_tetchy_mare_threw_the_warlord_off_her_back_yesterday._Our_new_equerry_found_a_calmer_steed_for_him,_so_now_our_commander_falls_asleep_while_riding.
str_ms_t_groom_remour_descr_fac3 The_Bek_has_taken_a_new_herd_of_horses_from_the_steppe._We've_never_seen_such_horses_as_these_in_our_town_before!
str_ms_t_groom_remour_descr_fac4 Even_Reiters_come_to_our_city_for_hoses!
str_ms_t_groom_remour_descr_fac5 Our_horse-herd_breeds_excellent_horses_--_though_word_has_it,_he_stole_them_from_the_Tatars...
str_ms_t_advizer_short_descr_fac1 Messenger
str_ms_t_advizer_short_descr_fac2 Messenger
str_ms_t_advizer_short_descr_fac3 Messenger
str_ms_t_advizer_short_descr_fac4 Messenger
str_ms_t_advizer_short_descr_fac5 Messenger
str_ms_t_advizer_long_descr_fac1 It_is_always_good_to_have_a_trusted_man_at_hand_to_relay_orders.
str_ms_t_advizer_long_descr_fac2 It_is_always_good_to_have_a_trusted_man_at_hand_to_relay_orders.
str_ms_t_advizer_long_descr_fac3 It_is_always_good_to_have_a_trusted_man_at_hand_to_relay_orders.
str_ms_t_advizer_long_descr_fac4 It_is_always_good_to_have_a_trusted_man_at_hand_to_relay_orders.
str_ms_t_advizer_long_descr_fac5 It_is_always_good_to_have_a_trusted_man_at_hand_to_relay_orders.
str_ms_t_advizer_remour_descr_fac1 Rumors_are_spreading_that_a_messenger_arrived_at_the_burgomaster_with_an_important_deed.
str_ms_t_advizer_remour_descr_fac2 Word_has_it_that_a_herald_with_a_secret_deed_arrived_in_the_city._What_sort_of_deed,_no_one_knows.
str_ms_t_advizer_remour_descr_fac3 Our_Bey_received_an_urgent_message._These_new_messengers_fly_like_the_wind...
str_ms_t_advizer_remour_descr_fac4 Today_the_courier_brought_some_mail_--_another_message_from_the_relatives...
str_ms_t_advizer_remour_descr_fac5 War_again!_Messengers_run_between_the_cities_like_mad!
str_ms_t_secret_order_short_descr_fac1 Watchman
str_ms_t_secret_order_short_descr_fac2 Watchman
str_ms_t_secret_order_short_descr_fac3 Watchman
str_ms_t_secret_order_short_descr_fac4 Watchman
str_ms_t_secret_order_short_descr_fac5 Watchman
str_ms_t_secret_order_long_descr_fac1 It's_good_when_a_city_has_a_man_who_can_find_criminals_and_bring_them_to_justice.
str_ms_t_secret_order_long_descr_fac2 When_there's_a_man_who_can_seek_out_thieves_and_stand_as_their_judge,_things_begin_to_go_more_smoothly.
str_ms_t_secret_order_long_descr_fac3 A_mufti_is_often_more_important_than_the_commander_in_the_city,_for_he_can_judge_any_grievance_according_to_Sharia_law,_and_if_the_situation_arises,_he'll_be_the_first_to_discover_treason.
str_ms_t_secret_order_long_descr_fac4 A_watchman_keeps_the_public_order._Rebels_find_it_more_difficult_to_weave_their_plots,_and_criminals_have_no_rest.
str_ms_t_secret_order_long_descr_fac5 Cossacks_are_hot-tempered._They_cannot_go_without_arguments_and_disputes,_wherever_they_settle._Without_a_watchman_in_the_city,_it_is_difficult_to_maintain_order.
str_ms_t_secret_order_remour_descr_fac1 Embezzlers_now_tremble_in_fear_of_their_own_shadow._Our_new_komornik_sure_is_a_tough_one.
str_ms_t_secret_order_remour_descr_fac2 If_the_watchman_keeps_hunting_thieves_so_fervently,_soon_half_of_the_city_will_lose_their_ears.
str_ms_t_secret_order_remour_descr_fac3 The_new_mufti_is_a_kind_soul._He_sentenced_a_rebel_to_death_by_hanging,_when_he_could_have_had_him_impaled.
str_ms_t_secret_order_remour_descr_fac4 The_watchman_has_accused_a_wealthy_merchant_of_treason._The_hearings_promise_to_be_quite_intense.
str_ms_t_secret_order_remour_descr_fac5 Yesterday_the_watchman_judged_a_horse_thief._Turned_out_he_was_a_Tatar_spy._He_was_hanged,_of_course...
str_ms_t_tax_supervisor_short_descr_fac1 Tax_collector
str_ms_t_tax_supervisor_short_descr_fac2 Tax_collector
str_ms_t_tax_supervisor_short_descr_fac3 Tax_collector
str_ms_t_tax_supervisor_short_descr_fac4 Tax_collector
str_ms_t_tax_supervisor_short_descr_fac5 Tax_collector
str_ms_t_tax_supervisor_long_descr_fac1 The_townsfolk_wouldn't_pay_a_dime_of_tax_if_you'd_let_them._That's_why_you_need_a_tax_collector.
str_ms_t_tax_supervisor_long_descr_fac2 A_good_paymaster_is_worth_his_weight_in_silver._The_townsfolk_are_always_trying_to_avoid_their_taxes,_and_you_need_a_man_who_can_shape_them_up.
str_ms_t_tax_supervisor_long_descr_fac3 Trade_is_flourishing_in_the_cities._And_where_trade_flourishes,_you_need_a_customs_chief,_or_the_lord_wouldn't_receive_any_income,_despite_all_the_prosperity.
str_ms_t_tax_supervisor_long_descr_fac4 The_Magdeburg_rights_have_made_the_citizens_really_spoilt,_and_they_forget_how_to_pay_taxes._A_good_fiscal_will_remind_them...
str_ms_t_tax_supervisor_long_descr_fac5 Wars,_rebellions_and_raids..._The_townsfolk_forget_to_pay_their_taxes._A_tax_collector_will_refresh_their_memories...
str_ms_t_tax_supervisor_remour_descr_fac1 The_city_gentry_are_full_of_ire!_--_They_are_required_to_pay_into_the_treasury!
str_ms_t_tax_supervisor_remour_descr_fac2 Yesterday_the_paymaster_went_around_the_farmsteads,_looking_for_taxes_owed._He_took_our_pig_and_two_cocks.
str_ms_t_tax_supervisor_remour_descr_fac3 Allah_the_Great!_Our_wise_lord_so_cares_about_his_subjects_that_takes_away_all_their_excess_money._I_gave_all_my_money_to_pay_taxes,_and_now_I_can't_even_buy_a_new_robe!
str_ms_t_tax_supervisor_remour_descr_fac4 Of_course,_taxes_are_no_easy_burden._But_let_us_hope_our_money_will_not_be_used_only_for_feasts_and_parties.
str_ms_t_tax_supervisor_remour_descr_fac5 Yesterday_the_townsmen_gathered_to_go_and_beat_up_the_tax_collector._Ever_since_he_took_command,_the_town_has_known_no_peace.
str_ms_t_trading_master_short_descr_fac1 Merchant
str_ms_t_trading_master_short_descr_fac2 Merchant
str_ms_t_trading_master_short_descr_fac3 Merchant
str_ms_t_trading_master_short_descr_fac4 Merchant
str_ms_t_trading_master_short_descr_fac5 Merchant
str_ms_t_trading_master_long_descr_fac1 If_you_have_your_own_man_at_the_stocks,_the_treasury_will_receive_more_income.
str_ms_t_trading_master_long_descr_fac2 A_trusty_merchant_is_a_useful_fellow._He_brings_in_money_--_and_information_to_boot.
str_ms_t_trading_master_long_descr_fac3 A_trusted_caravan-bashi_brings_prosperity_to_the_city._He_looks_after_the_traders,_and_keeps_them_from_swindling.
str_ms_t_trading_master_long_descr_fac4 If_the_city_has_its_own_sutler,_buying_becomes_cheaper._And_the_money_saved_makes_the_treasury_income_rise.
str_ms_t_trading_master_long_descr_fac5 Having_your_own_shop-keeper_in_the_market_is_a_fine_idea!_Let_the_citizens_spend_their_money_at_his_shop,_and_bring_in_additional_income.
str_ms_t_trading_master_remour_descr_fac1 Word_has_it,_there_was_a_scandal_at_the_stocks_today._Our_lord's_own_merchant_thought_he_would_commit_theft.
str_ms_t_trading_master_remour_descr_fac2 Another_merchant_went_out_of_business._Soon_only_those_traders_who_work_for_our_lord_will_remain_in_the_city.
str_ms_t_trading_master_remour_descr_fac3 Word_has_it_that_the_caravan-bashi_is_smuggling_hashish._No_wonder_he_can_do_it!_He's_under_our_lord's_protection...
str_ms_t_trading_master_remour_descr_fac4 The_new_sutler_has_taken_all_the_city's_supplies_for_himself._People_say_he's_in_cahoots_with_the_government.
str_ms_t_trading_master_remour_descr_fac5 The_vodka_in_that_new_shop_is_three_times_more_expensive,_but_what_can_you_do?_--_All_the_others_were_banned_from_trading_spirits.
str_ms_t_priest_short_descr_fac1 High_Priest
str_ms_t_priest_short_descr_fac2 High_Priest
str_ms_t_priest_short_descr_fac3 High_Priest
str_ms_t_priest_short_descr_fac4 High_Priest
str_ms_t_priest_short_descr_fac5 High_Priest
str_ms_t_priest_long_descr_fac1 In_a_city_which_features_a_bishop's_chair,_the_lord_will_always_enjoy_certain_benefits.
str_ms_t_priest_long_descr_fac2 If_you_appoint_your_own_abbot,_it'll_be_easier_to_deal_with_the_townsfolk.
str_ms_t_priest_long_descr_fac3 The_imam_is_the_supreme_authority_for_the_faithful._If_he_tells_them_to_pay,_they_will_do_it_without_mumbling_a_word._It_is_best_when_the_imam_is_your_man.
str_ms_t_priest_long_descr_fac4 A_garrison_chaplain_is_quite_important._He_can_read_a_prayer,_and_keep_an_eye_on_the_order_too._And_he_can_help_with_the_taxes,_if_need_be.
str_ms_t_priest_long_descr_fac5 A_priest_who_has_a_talent_for_words_can_keep_the_treasury_full.
str_ms_t_priest_remour_descr_fac1 Rumor_has_it_that_the_new_Bishop_greatly_enjoys_the_choir._He_has_all_our_best_voices_in_his_cathedral_choir...
str_ms_t_priest_remour_descr_fac2 The_abbot_christened_the_warlord's_son_just_yesterday._By_nightfall_he_could_barely_speak_a_word.
str_ms_t_priest_remour_descr_fac3 Yesterday_the_imam_read_a_sermon._He_said_that_Allah_is_furious_with_those_who_don't_pay_taxes.
str_ms_t_priest_remour_descr_fac4 The_chaplain_in_person_led_a_raid_on_the_markets_the_other_day._Word_has_it_they_collected_thrice_the_usual_taxes.
str_ms_t_priest_remour_descr_fac5 The_priest_heard_the_confession_of_a_widow_lately._He_was_so_enthusiastic_about_relieving_her_sins_that_now_she's_planning_to_give_birth!
str_ms_t_garrison_commander_short_descr_fac1 Commander
str_ms_t_garrison_commander_short_descr_fac2 Commander
str_ms_t_garrison_commander_short_descr_fac3 Commander
str_ms_t_garrison_commander_short_descr_fac4 Commander
str_ms_t_garrison_commander_short_descr_fac5 Commander
str_ms_t_garrison_commander_long_descr_fac1 A_commander_must_always_look_after_the_order_in_a_castle.
str_ms_t_garrison_commander_long_descr_fac2 A_commander_is_an_important_person_in_any_city._He_looks_after_the_garrison_and_can_gather_a_militia_if_need_be.
str_ms_t_garrison_commander_long_descr_fac3 The_commander_is_the_city's_military_commander._If_he's_performing_his_duties_well,_you_won't_have_to_worry_about_the_garrison.
str_ms_t_garrison_commander_long_descr_fac4 A_commander_keeps_the_garrison_disciplined,_and_can_quickly_raise_a_militia_in_case_of_an_attack.
str_ms_t_garrison_commander_long_descr_fac5 A_good_commander_knows_all_the_townsmen_like_the_back_of_his_hand._He_can_put_everyone_under_arms_in_a_moment's_notice,_if_needed.
str_ms_t_garrison_commander_remour_descr_fac1 The_commander_has_disciplined_the_soldiers_so_well_they_even_go_to_the_toilet_marching.
str_ms_t_garrison_commander_remour_descr_fac2 The_commander_educated_the_troops_the_other_day._Cracked_a_few_jaws_and_broke_several_ribs.
str_ms_t_garrison_commander_remour_descr_fac3 Thanks_to_the_new_commander,_all_our_men_now_go_for_military_training_every_day._No_one_is_left_to_do_the_work!
str_ms_t_garrison_commander_remour_descr_fac4 Damn_the_new_commander!_He_trains_innocent_townsmen_to_death,_as_if_they_were_recruits...
str_ms_t_garrison_commander_remour_descr_fac5 The_new_commander_is_a_tough_fellow._He_gave_the_lads_training_poles_to_make_pikes,_and_ordered_them_to_run_around_the_field_until_they_collapsed.
str_ms_t_upgrade_officer_infantry_short_descr_fac1 Infantry_Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac2 Infantry_Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac3 Infantry_Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac4 Infantry_Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac5 Infantry_Commander
str_ms_t_upgrade_officer_infantry_long_descr_fac1 Soldiers_must_always_have_a_commander_who_will_maintain_order_and_train_fresh_recruits.
str_ms_t_upgrade_officer_infantry_long_descr_fac2 Marksmen_must_always_have_a_commander_who_will_maintain_order_and_train_fresh_recruits.
str_ms_t_upgrade_officer_infantry_long_descr_fac3 Cavalry_is_more_powerful_of_course,_but_infantry_is_never_to_be_neglected.
str_ms_t_upgrade_officer_infantry_long_descr_fac4 The_infantry_must_always_have_a_commander_who_will_maintain_order_and_train_fresh_recruits.
str_ms_t_upgrade_officer_infantry_long_descr_fac5 Cossacks_must_always_have_a_commander_who_will_maintain_order_and_train_fresh_recruits.
str_ms_t_upgrade_officer_infantry_remour_descr_fac1 Word_is,_the_zolniers_now_have_a_new_commander.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2 Word_is,_a_new_commander_was_appointed.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3 Men_of_duty_argue_only_about_what_place_they_would_raid_next_spring.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4 Men_say_a_new_infantry_commander_has_been_appointed.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5 Word_has_it_that_a_new_commander_was_appointed.
str_ms_t_upgrade_officer_cavalry_short_descr_fac1 Cavalry_Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac2 Cavalry_Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac3 Cavalry_Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac4 Cavalry_Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac5 Cavalry_Commander
str_ms_t_upgrade_officer_cavalry_long_descr_fac1 Mounted_combat_skills_require_training_and_knowledge._Without_proper_drills,_a_cavalry_unit_is_not_much_good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2 Mounted_combat_skills_require_training_and_knowledge._Without_proper_drills,_a_cavalry_unit_is_not_much_good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3 Mounted_combat_skills_require_training_and_knowledge._Without_proper_drills,_a_cavalry_unit_is_not_much_good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4 Mounted_combat_skills_require_training_and_knowledge._Without_proper_drills,_a_cavalry_unit_is_not_much_good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5 Mounted_combat_skills_require_training_and_knowledge._Without_proper_drills,_a_cavalry_unit_is_not_much_good.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1 There's_been_a_lot_of_talk_about_the_new_cavalry_captain.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2 There's_been_a_lot_of_talk_about_the_new_cavalry_commander.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3 There's_been_a_lot_of_talk_about_the_new_aga.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4 There's_been_a_lot_of_talk_about_the_dragoon_captain.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5 There's_been_a_lot_of_talk_about_the_new_yesaul.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1 Guard_Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2 Guard_Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3 Guard_Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4 Guard_Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5 Guard_Commander
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1 There_should_always_be_a_captain_in_the_regiments_to_uphold_discipline_and_train_recruits.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2 The_task_of_the_regiment_commander_is_to_train_men_of_war_--_to_drill_them_on_holding_the_pike_and_shooting_their_guns.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3 Musket_shooting_is_no_easy_task._Turkish_masters_are_invited_to_train_recruits.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4 A_commander_must_always_oversee_the_infantrymen,_to_uphold_order_and_train_recruits.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5 A_commander_must_always_oversee_his_Cossacks,_to_uphold_order_and_train_recruits.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1 Word_has_it_that_a_new_infantry_commander_was_appointed.
